Vanadium                                                     26-11-07   137.537K
   78.00000       3566.000       59.71600    
   79.00000       3010.000       54.86347    
   80.00000       3767.000       61.37589    
   81.00000       3780.000       61.48170    
   82.00000       3799.000       61.63603    
   83.00000       3910.000       62.52999    
   84.00000       3864.000       62.16108    
   85.00000       3939.000       62.76145    
   86.00000       3777.000       61.45730    
   87.00000       3873.000       62.23343    
   88.00000       3818.000       61.78997    
   89.00000       4157.000       64.47480    
   90.00000       3739.000       61.14736    
   91.00000       3745.000       61.19640    
   92.00000       3876.000       62.25753    
   93.00000       3740.000       61.15554    
   94.00000       3870.000       62.20932    
   95.00000       3781.000       61.48984    
   96.00000       3897.000       62.42596    
   97.00000       3971.000       63.01587    
   98.00000       3938.000       62.75349    
   99.00000       3687.000       60.72067    
   100.0000       3481.000       59.00000    
   101.0000       3785.000       61.52235    
   102.0000       3854.000       62.08059    
   103.0000       3896.000       62.41795    
   104.0000       3936.000       62.73755    
   105.0000       4102.000       64.04686    
   106.0000       3949.000       62.84107    
   107.0000       4028.000       63.46653    
   108.0000       3906.000       62.49800    
   109.0000       4206.000       64.85368    
   110.0000       3885.000       62.32977    
   111.0000       4112.000       64.12488    
   112.0000       4274.000       65.37584    
   113.0000       4044.000       63.59245    
   114.0000       4046.000       63.60818    
   115.0000       3967.000       62.98412    
   116.0000       3863.000       62.15304    
   117.0000       3840.000       61.96774    
   118.0000       3541.000       59.50630    
   119.0000       3241.000       56.92978    
   120.0000       4130.000       64.26508    
   121.0000       3749.000       61.22908    
   122.0000       4087.000       63.92965    
   123.0000       3980.000       63.08724    
   124.0000       3824.000       61.83850    
   125.0000       3928.000       62.67376    
   126.0000       3873.000       62.23343    
   127.0000       4048.000       63.62389    
   128.0000       3860.000       62.12890    
   129.0000       4118.000       64.17165    
   130.0000       3796.000       61.61169    
   131.0000       3813.000       61.74949    
   132.0000       3997.000       63.22183    
   133.0000       3869.000       62.20129    
   134.0000       3896.000       62.41795    
   135.0000       3770.000       61.40033    
   136.0000       3810.000       61.72520    
   137.0000       3945.000       62.80923    
   138.0000       3763.000       61.34330    
   139.0000       3940.000       62.76942    
   140.0000       3706.000       60.87693    
   141.0000       3756.000       61.28621    
   142.0000       3850.000       62.04837    
   143.0000       3933.000       62.71363    
   144.0000       3886.000       62.33779    
   145.0000       3912.000       62.54598    
   146.0000       3925.000       62.64982    
   147.0000       3965.000       62.96825    
   148.0000       3785.000       61.52235    
   149.0000       4204.000       64.83826    
   150.0000       3789.000       61.55486    
   151.0000       3781.000       61.48984    
   152.0000       4014.000       63.35614    
   153.0000       3865.000       62.16912    
   154.0000       3885.000       62.32977    
   155.0000       3778.000       61.46544    
   156.0000       3808.000       61.70900    
   157.0000       3786.000       61.53048    
   158.0000       3583.000       59.85817    
   159.0000       2756.000       52.49762    
   160.0000       4003.000       63.26926    
   161.0000       3880.000       62.28965    
   162.0000       3978.000       63.07139    
   163.0000       3928.000       62.67376    
   164.0000       3937.000       62.74552    
   165.0000       3930.000       62.68971    
   166.0000       3937.000       62.74552    
   167.0000       3918.000       62.59393    
   168.0000       3629.000       60.24118    
   169.0000       4077.000       63.85139    
   170.0000       3825.000       61.84658    
   171.0000       3839.000       61.95966    
   172.0000       3949.000       62.84107    
   173.0000       3681.000       60.67125    
   174.0000       3620.000       60.16644    
   175.0000       3801.000       61.65225    
   176.0000       3994.000       63.19810    
   177.0000       3838.000       61.95160    
   178.0000       3612.000       60.09992    
   179.0000       3569.000       59.74111    
   180.0000       3946.000       62.81720    
   181.0000       3828.000       61.87083    
   182.0000       3850.000       62.04837    
   183.0000       4042.000       63.57673    
   184.0000       4052.000       63.65532    
   185.0000       4034.000       63.51378    
   186.0000       4033.000       63.50591    
   187.0000       3916.000       62.57795    
   188.0000       3795.000       61.60357    
   189.0000       4052.000       63.65532    
   190.0000       3786.000       61.53048    
   191.0000       3808.000       61.70900    
   192.0000       3959.000       62.92059    
   193.0000       3814.000       61.75759    
   194.0000       3802.000       61.66036    
   195.0000       4004.000       63.27717    
   196.0000       3821.000       61.81424    
   197.0000       3853.000       62.07254    
   198.0000       3821.000       61.81424    
   199.0000       3977.000       63.06346    
   200.0000       3623.000       60.19136    
   201.0000       3599.000       59.99166    
   202.0000       3782.000       61.49797    
   203.0000       3903.000       62.47400    
   204.0000       3860.000       62.12890    
   205.0000       3783.000       61.50610    
   206.0000       3642.000       60.34898    
   207.0000       3836.000       61.93545    
   208.0000       3692.000       60.76183    
   209.0000       3996.000       63.21392    
   210.0000       3548.000       59.56509    
   211.0000       3733.000       61.09828    
   212.0000       3938.000       62.75349    
   213.0000       3886.000       62.33779    
   214.0000       3863.000       62.15304    
   215.0000       3766.000       61.36774    
   216.0000       3721.000       61.00000    
   217.0000       3923.000       62.63386    
   218.0000       3484.000       59.02542    
   219.0000       3597.000       59.97499    
   220.0000       3991.000       63.17436    
   221.0000       3668.000       60.56401    
   222.0000       3790.000       61.56298    
   223.0000       3757.000       61.29437    
   224.0000       3839.000       61.95966    
   225.0000       3778.000       61.46544    
   226.0000       3722.000       61.00820    
   227.0000       3919.000       62.60192    
   228.0000       3706.000       60.87693    
   229.0000       3983.000       63.11101    
   230.0000       3644.000       60.36555    
   231.0000       3848.000       62.03225    
   232.0000       3860.000       62.12890    
   233.0000       3654.000       60.44833    
   234.0000       3646.000       60.38212    
   235.0000       3793.000       61.58734    
   236.0000       3848.000       62.03225    
   237.0000       3835.000       61.92738    
   238.0000       3753.000       61.26173    
   239.0000       3463.000       58.84726    
   240.0000       3959.000       62.92059    
   241.0000       3847.000       62.02419    
   242.0000       3988.000       63.15061    
   243.0000       3692.000       60.76183    
   244.0000       3843.000       61.99194    
   245.0000       3934.000       62.72161    
   246.0000       3874.000       62.24147    
   247.0000       3876.000       62.25753    
   248.0000       3676.000       60.63002    
   249.0000       4117.000       64.16386    
   250.0000       3622.000       60.18306    
   251.0000       3747.000       61.21275    
   252.0000       3780.000       61.48170    
   253.0000       3640.000       60.33241    
   254.0000       3779.000       61.47357    
   255.0000       3575.000       59.79131    
   256.0000       3648.000       60.39867    
   257.0000       3654.000       60.44833    
   258.0000       3529.000       59.40539    
   259.0000       3174.000       56.33826    
   260.0000       3792.000       61.57922    
   261.0000       3781.000       61.48984    
   262.0000       3563.000       59.69087    
   263.0000       3774.000       61.43289    
   264.0000       3811.000       61.73330    
   265.0000       3697.000       60.80296    
   266.0000       3780.000       61.48170    
   267.0000       3855.000       62.08865    
   268.0000       3756.000       61.28621    
   269.0000       3929.000       62.68174    
   270.0000       3623.000       60.19136    
   271.0000       3620.000       60.16644    
   272.0000       3874.000       62.24147    
   273.0000       3636.000       60.29926    
   274.0000       3626.000       60.21628    
   275.0000       3658.000       60.48140    
   276.0000       3754.000       61.26989    
   277.0000       3594.000       59.94998    
   278.0000       3570.000       59.74948    
   279.0000       3091.000       55.59676    
   280.0000       3811.000       61.73330    
   281.0000       3708.000       60.89335    
   282.0000       3752.000       61.25357    
   283.0000       3754.000       61.26989    
   284.0000       3673.000       60.60528    
   285.0000       3621.000       60.17474    
   286.0000       3684.000       60.69596    
   287.0000       3749.000       61.22908    
   288.0000       3636.000       60.29926    
   289.0000       3838.000       61.95160    
   290.0000       3496.000       59.12698    
   291.0000       3648.000       60.39867    
   292.0000       3740.000       61.15554    
   293.0000       3719.000       60.98360    
   294.0000       3507.000       59.21993    
   295.0000       3723.000       61.01639    
   296.0000       3668.000       60.56401    
   297.0000       3635.000       60.29096    
   298.0000       3461.000       58.83027    
   299.0000       3425.000       58.52350    
   300.0000       3811.000       61.73330    
   301.0000       3638.000       60.31583    
   302.0000       3601.000       60.00833    
   303.0000       3607.000       60.05830    
   304.0000       3615.000       60.12487    
   305.0000       3606.000       60.04998    
   306.0000       3686.000       60.71244    
   307.0000       3552.000       59.59866    
   308.0000       3674.000       60.61353    
   309.0000       3885.000       62.32977    
   310.0000       3601.000       60.00833    
   311.0000       3649.000       60.40695    
   312.0000       3678.000       60.64652    
   313.0000       3617.000       60.14150    
   314.0000       3579.000       59.82475    
   315.0000       3581.000       59.84146    
   316.0000       3505.000       59.20304    
   317.0000       3698.000       60.81118    
   318.0000       3604.000       60.03333    
   319.0000       3332.000       57.72348    
   320.0000       3458.000       58.80476    
   321.0000       3531.000       59.42222    
   322.0000       3687.000       60.72067    
   323.0000       3660.000       60.49793    
   324.0000       3517.000       59.30430    
   325.0000       3669.000       60.57227    
   326.0000       3617.000       60.14150    
   327.0000       3657.000       60.47313    
   328.0000       3507.000       59.21993    
   329.0000       3861.000       62.13694    
   330.0000       3458.000       58.80476    
   331.0000       3508.000       59.22837    
   332.0000       3634.000       60.28267    
   333.0000       3454.000       58.77074    
   334.0000       3469.000       58.89822    
   335.0000       3595.000       59.95832    
   336.0000       3500.000       59.16080    
   337.0000       3627.000       60.22458    
   338.0000       3505.000       59.20304    
   339.0000       3445.000       58.69412    
   340.0000       3673.000       60.60528    
   341.0000       3582.000       59.84981    
   342.0000       3688.000       60.72890    
   343.0000       3769.000       61.39218    
   344.0000       3799.000       61.63603    
   345.0000       3870.000       62.20932    
   346.0000       3685.000       60.70420    
   347.0000       3675.000       60.62178    
   348.0000       3789.000       61.55486    
   349.0000       3992.000       63.18228    
   350.0000       3510.000       59.24525    
   351.0000       3579.000       59.82475    
   352.0000       3730.000       61.07373    
   353.0000       3668.000       60.56401    
   354.0000       3688.000       60.72890    
   355.0000       3667.000       60.55576    
   356.0000       3924.000       62.64184    
   357.0000       3712.000       60.92619    
   358.0000       3716.000       60.95900    
   359.0000       4012.000       63.34035    
   360.0000       3888.000       62.35383    
   361.0000       3617.000       60.14150    
   362.0000       3665.000       60.53924    
   363.0000       3806.000       61.69279    
   364.0000       3821.000       61.81424    
   365.0000       3741.000       61.16372    
   366.0000       3699.000       60.81940    
   367.0000       3927.000       62.66578    
   368.0000       3736.000       61.12283    
   369.0000       3946.000       62.81720    
   370.0000       3636.000       60.29926    
   371.0000       3578.000       59.81639    
   372.0000       3817.000       61.78188    
   373.0000       3793.000       61.58734    
   374.0000       3682.000       60.67949    
   375.0000       3720.000       60.99180    
   376.0000       3838.000       61.95160    
   377.0000       3716.000       60.95900    
   378.0000       3672.000       60.59703    
   379.0000       3493.000       59.10161    
   380.0000       3774.000       61.43289    
   381.0000       3551.000       59.59027    
   382.0000       3703.000       60.85228    
   383.0000       3720.000       60.99180    
   384.0000       3730.000       61.07373    
   385.0000       3911.000       62.53799    
   386.0000       3731.000       61.08191    
   387.0000       3833.000       61.91123    
   388.0000       3649.000       60.40695    
   389.0000       3890.000       62.36987    
   390.0000       3552.000       59.59866    
   391.0000       3695.000       60.78651    
   392.0000       3674.000       60.61353    
   393.0000       3602.000       60.01666    
   394.0000       3765.000       61.35960    
   395.0000       3839.000       61.95966    
   396.0000       3747.000       61.21275    
   397.0000       3763.000       61.34330    
   398.0000       3688.000       60.72890    
   399.0000       3761.000       61.32699    
   400.0000       3789.000       61.55486    
   401.0000       3714.000       60.94260    
   402.0000       3655.000       60.45660    
   403.0000       3709.000       60.90156    
   404.0000       3741.000       61.16372    
   405.0000       3830.000       61.88699    
   406.0000       3723.000       61.01639    
   407.0000       3761.000       61.32699    
   408.0000       3514.000       59.27900    
   409.0000       3728.000       61.05735    
   410.0000       3435.000       58.60887    
   411.0000       3615.000       60.12487    
   412.0000       3786.000       61.53048    
   413.0000       3609.000       60.07495    
   414.0000       3788.000       61.54673    
   415.0000       3628.000       60.23288    
   416.0000       3614.000       60.11655    
   417.0000       3671.000       60.58878    
   418.0000       3463.000       58.84726    
   419.0000       3534.000       59.44746    
   420.0000       3716.000       60.95900    
   421.0000       3650.000       60.41523    
   422.0000       3692.000       60.76183    
   423.0000       3743.000       61.18006    
   424.0000       3528.000       59.39697    
   425.0000       3667.000       60.55576    
   426.0000       3583.000       59.85817    
   427.0000       3791.000       61.57110    
   428.0000       3627.000       60.22458    
   429.0000       3836.000       61.93545    
   430.0000       3402.000       58.32667    
   431.0000       3553.000       59.60705    
   432.0000       3736.000       61.12283    
   433.0000       3603.000       60.02499    
   434.0000       3642.000       60.34898    
   435.0000       3642.000       60.34898    
   436.0000       3613.000       60.10823    
   437.0000       3651.000       60.42350    
   438.0000       3652.000       60.43178    
   439.0000       3538.000       59.48109    
   440.0000       3728.000       61.05735    
   441.0000       3647.000       60.39040    
   442.0000       3518.000       59.31273    
   443.0000       3600.000       60.00000    
   444.0000       3527.000       59.38855    
   445.0000       3557.000       59.64059    
   446.0000       3645.000       60.37384    
   447.0000       3711.000       60.91798    
   448.0000       3599.000       59.99166    
   449.0000       3917.000       62.58594    
   450.0000       3484.000       59.02542    
   451.0000       3633.000       60.27437    
   452.0000       3607.000       60.05830    
   453.0000       3554.000       59.61543    
   454.0000       3561.000       59.67411    
   455.0000       3608.000       60.06663    
   456.0000       3662.000       60.51446    
   457.0000       3507.000       59.21993    
   458.0000       3499.000       59.15235    
   459.0000       3431.000       58.57474    
   460.0000       4132.000       64.28063    
   461.0000       3600.000       60.00000    
   462.0000       3597.000       59.97499    
   463.0000       3718.000       60.97541    
   464.0000       3708.000       60.89335    
   465.0000       3806.000       61.69279    
   466.0000       3555.000       59.62382    
   467.0000       3722.000       61.00820    
   468.0000       3558.000       59.64897    
   469.0000       3768.000       61.38404    
   470.0000       3646.000       60.38212    
   471.0000       3577.000       59.80803    
   472.0000       3565.000       59.70762    
   473.0000       3537.000       59.47268    
   474.0000       3638.000       60.31583    
   475.0000       3557.000       59.64059    
   476.0000       3841.000       61.97580    
   477.0000       3619.000       60.15813    
   478.0000       3508.000       59.22837    
   479.0000       3572.000       59.76621    
   480.0000       3327.000       57.68015    
   481.0000       3744.000       61.18823    
   482.0000       3690.000       60.74537    
   483.0000       3737.000       61.13101    
   484.0000       3547.000       59.55669    
   485.0000       3579.000       59.82475    
   486.0000       3763.000       61.34330    
   487.0000       3827.000       61.86275    
   488.0000       3658.000       60.48140    
   489.0000       3937.000       62.74552    
   490.0000       3603.000       60.02499    
   491.0000       3538.000       59.48109    
   492.0000       3720.000       60.99180    
   493.0000       3614.000       60.11655    
   494.0000       3720.000       60.99180    
   495.0000       3633.000       60.27437    
   496.0000       3624.000       60.19967    
   497.0000       3746.000       61.20457    
   498.0000       3681.000       60.67125    
   499.0000       3742.000       61.17189    
   500.0000       3626.000       60.21628    
   501.0000       3576.000       59.79967    
   502.0000       3625.000       60.20797    
   503.0000       3682.000       60.67949    
   504.0000       3682.000       60.67949    
   505.0000       3843.000       61.99194    
   506.0000       3730.000       61.07373    
   507.0000       3857.000       62.10475    
   508.0000       3584.000       59.86652    
   509.0000       3813.000       61.74949    
   510.0000       3416.000       58.44656    
   511.0000       3696.000       60.79473    
   512.0000       3831.000       61.89507    
   513.0000       3606.000       60.04998    
   514.0000       3697.000       60.80296    
   515.0000       3707.000       60.88514    
   516.0000       3815.000       61.76569    
   517.0000       3908.000       62.51400    
   518.0000       3801.000       61.65225    
   519.0000       3763.000       61.34330    
   520.0000       3912.000       62.54598    
   521.0000       3615.000       60.12487    
   522.0000       3725.000       61.03278    
   523.0000       3688.000       60.72890    
   524.0000       3681.000       60.67125    
   525.0000       3665.000       60.53924    
   526.0000       3842.000       61.98387    
   527.0000       3806.000       61.69279    
   528.0000       3618.000       60.14981    
   529.0000       3852.000       62.06448    
   530.0000       3535.000       59.45587    
   531.0000       3693.000       60.77006    
   532.0000       3779.000       61.47357    
   533.0000       3754.000       61.26989    
   534.0000       3675.000       60.62178    
   535.0000       3532.000       59.43063    
   536.0000       3904.000       62.48200    
   537.0000       3816.000       61.77378    
   538.0000       3585.000       59.87487    
   539.0000       3641.000       60.34070    
   540.0000       3759.000       61.31068    
   541.0000       3646.000       60.38212    
   542.0000       3638.000       60.31583    
   543.0000       3839.000       61.95966    
   544.0000       3760.000       61.31884    
   545.0000       3720.000       60.99180    
   546.0000       3716.000       60.95900    
   547.0000       3870.000       62.20932    
   548.0000       3706.000       60.87693    
   549.0000       4008.000       63.30877    
   550.0000       3687.000       60.72067    
   551.0000       3626.000       60.21628    
   552.0000       3790.000       61.56298    
   553.0000       3750.000       61.23724    
   554.0000       3639.000       60.32412    
   555.0000       3705.000       60.86871    
   556.0000       3806.000       61.69279    
   557.0000       3826.000       61.85467    
   558.0000       3646.000       60.38212    
   559.0000       3421.000       58.48932    
   560.0000       3630.000       60.24948    
   561.0000       3581.000       59.84146    
   562.0000       3678.000       60.64652    
   563.0000       3573.000       59.77458    
   564.0000       3626.000       60.21628    
   565.0000       3718.000       60.97541    
   566.0000       3797.000       61.61980    
   567.0000       3672.000       60.59703    
   568.0000       3576.000       59.79967    
   569.0000       3837.000       61.94352    
   570.0000       3464.000       58.85575    
   571.0000       3492.000       59.09315    
   572.0000       3729.000       61.06554    
   573.0000       3663.000       60.52272    
   574.0000       3603.000       60.02499    
   575.0000       3574.000       59.78294    
   576.0000       3547.000       59.55669    
   577.0000       3601.000       60.00833    
   578.0000       3508.000       59.22837    
   579.0000       2998.000       54.75399    
   580.0000       3518.000       59.31273    
   581.0000       3537.000       59.47268    
   582.0000       3542.000       59.51471    
   583.0000       3553.000       59.60705    
   584.0000       3708.000       60.89335    
   585.0000       3612.000       60.09992    
   586.0000       3491.000       59.08469    
   587.0000       3643.000       60.35727    
   588.0000       3488.000       59.05929    
   589.0000       3700.000       60.82763    
   590.0000       3254.000       57.04384    
   591.0000       3373.000       58.07753    
   592.0000       3506.000       59.21149    
   593.0000       3159.000       56.20498    
   594.0000       3372.000       58.06892    
   595.0000       3344.000       57.82733    
   596.0000       3472.000       58.92368    
   597.0000       3219.000       56.73623    
   598.0000       3272.000       57.20140    
   599.0000       2993.000       54.70832    
   600.0000       3438.000       58.63446    
   601.0000       3069.000       55.39856    
   602.0000       3309.000       57.52391    
   603.0000       3360.000       57.96551    
   604.0000       3363.000       57.99138    
   605.0000       3356.000       57.93099    
   606.0000       3146.000       56.08921    
   607.0000       3328.000       57.68882    
   608.0000       3223.000       56.77147    
   609.0000       3330.000       57.70615    
   610.0000       3113.000       55.79427    
   611.0000       3148.000       56.10704    
   612.0000       3150.000       56.12486    
   613.0000       3220.000       56.74504    
   614.0000       3046.000       55.19058    
   615.0000       3051.000       55.23586    
   616.0000       3158.000       56.19609    
   617.0000       3134.000       55.98214    
   618.0000       3715.000       60.95080    
   619.0000       3719.000       60.98360    
   620.0000       4509.000       67.14909    
   621.0000       3662.000       60.51446    
   622.0000       3740.000       61.15554    
   623.0000       3908.000       62.51400    
   624.0000       3603.000       60.02499    
   625.0000       3703.000       60.85228    
   626.0000       3718.000       60.97541    
   627.0000       3664.000       60.53098    
   628.0000       3611.000       60.09160    
   629.0000       3845.000       62.00806    
   630.0000       3513.000       59.27057    
   631.0000       3593.000       59.94164    
   632.0000       3663.000       60.52272    
   633.0000       3482.000       59.00847    
   634.0000       3481.000       59.00000    
   635.0000       3593.000       59.94164    
   636.0000       3548.000       59.56509    
   637.0000       3612.000       60.09992    
   638.0000       3595.000       59.95832    
   639.0000       3643.000       60.35727    
